X;GED;Multi-Scale
6117;0;4
6118;0;8
6119;1;4
6120;0;5
6121;0;8
6122;0;4
6123;1;5
6124;0;8
6125;0;7
6126;0;9
6127;1;8
6128;1;10
6129;0;8
6130;0;9
6131;1;10
6132;0;5
6133;0;8
6134;0;9
6135;0;8
6136;0;8
6137;1;7
6138;0;8
6139;0;8
6140;0;5
6141;1;9
6142;0;8
6143;0;8
6144;0;8
6145;0;9
6146;0;9
6147;391;18
6148;1;10
6149;1;7
6150;1;10
6151;22;8
6152;1;8
6153;1;7
6154;1;7
6155;22;7
6156;21;9
6157;22;11
6158;1;11
6159;22;11
6160;1;11
6161;1;9
6162;1;8
6163;1;11
6164;1;10
6165;1;10
6166;1;10
6167;1;7
6168;21;11
6169;1;10
6170;1;8
6171;1;8
6172;1;7
6173;21;9
6174;387;17
6175;0;11
6176;1;8
6177;23;11
6178;23;8
6179;2;7
6180;1;11
6181;1;10
6182;0;8
6183;23;8
6184;412;8
6185;21;12
6186;1;8
6187;20;7
6188;2;8
6189;1;10
6190;20;12
6191;1;8
6192;20;16
6193;1;11
6194;1;7
6195;1;8
6196;21;11
6197;21;14
6198;1;10
6199;1;7
6200;1;11
6201;21;11
6202;3;11
6203;1;10
6204;0;9
6205;22;11
6206;1;16
6207;1;12
6208;22;12
6209;1;10
6210;1;8
6211;23;10
6212;21;9
6213;1;10
6214;23;8
6215;2;11
6216;1;11
6217;1;11
6218;21;8
6219;400;9
6220;1;10
6221;1;8
6222;22;9
6223;1;10
6224;21;11
6225;2;10
6226;0;8
6227;0;11
6228;412;9
6229;1;10
6230;3;11
6231;2521;13
6232;22;14
6233;1;8
6234;1;10
6235;1;10
6236;1;8
6237;21;12
6238;21;8
6239;21;9
6240;1;10
6241;1;11
6242;22;12
6243;393;9
6244;22;17
6245;1;8
6246;21;12
6247;1;11
6248;22;14
6249;1;11
6250;1;11
6251;22;9
6252;1;8
6253;1;8
6254;22;12
6255;1;10
6256;1;12
6257;1;8
6258;22;9
6259;400;12
6260;1;10
6261;22;12
6262;1;13
6263;1;7
6264;1;10
6265;1;10
6266;1;11
6267;1;11
6268;1;11
6269;1;8
6270;1;15
6271;1;11
6272;1;8
6273;1;11
6274;22;12
6275;2445;12
6276;1;8
6277;1;17
6278;1;11
6279;394;9
6280;1;8
6281;1;16
6282;418;9
6283;1;9
6284;393;8
6285;22;12
6286;22;12
6287;1;8
6288;1;8
6289;1;11
6290;21;9
6291;1;12
6292;1;10
6293;0;9
6294;1;11
6295;1;11
6296;1;8
6297;393;8
6298;1;8
6299;0;8
6300;1;15
6301;1;8
6302;0;11
6303;0;10
6304;1;11
6305;21;17
6306;0;8
6307;0;8
6308;0;8
6309;21;18
6310;1;8
6311;0;9
6312;1;8
6313;0;15
6314;1;15
6315;1;13
6316;0;13
6317;1;10
6318;1;8
6319;0;16
6320;0;9
6321;21;16
6322;1;11
6323;0;9
6324;1;9
6325;0;14
6326;1;12
6327;1;8
6328;0;9
6329;1;8
6330;1;10
6331;1;11
6332;0;16
6333;0;8
6334;1;11
6335;0;7
6336;1;10
6337;0;8
6338;0;15
6339;2;16
6340;1;8
6341;0;9
6342;1;11
6343;1;9
6344;1;16
6345;20;17
6346;21;17
6347;1;8
6348;0;7
6349;0;7
6350;1;15
6351;0;14
6352;0;15
6353;1;8
6354;0;11
6355;1;7
6356;1;8
6357;1;8
6358;0;10
6359;0;7
6360;1;8
6361;0;9
6362;1;8
6363;21;12
6364;0;8
6365;1;13
6366;1;11
6367;0;5
6368;0;9
6369;1;11
6370;0;17
6371;1;15
6372;0;9
6373;21;13
6374;0;9
6375;0;9
6376;1;10
6377;1;9
6378;0;8
6379;1;10
6380;0;11
6381;1;12
6382;1;12
6383;0;13
6384;1;10
6385;1;17
6386;0;15
6387;1;16
6388;0;10
6389;0;10
6390;1;9
6391;1;9
6392;0;10
6393;1;9
6394;0;9
6395;22;9
6396;0;14
6397;0;15
6398;1;10
6399;0;8
6400;0;9
6401;1;11
6402;0;8
6403;0;9
6404;1;9
6405;1;12
6406;0;9
6407;20;15
6408;1;12
6409;0;13
6410;0;16
6411;1;13
6412;0;11
6413;1;8
6414;0;11
6415;1;9
6416;1;9
6417;0;15
6418;0;9
6419;1;11
6420;21;14
6421;0;12
6422;1;12
6423;0;11
6424;1;11
6425;0;11
6426;1;8
6427;1;9
6428;1;9
6429;0;17
6430;0;9
6431;0;9
6432;1;11
6433;1;12
6434;0;17
6435;1;11
6436;0;12
6437;1;9
6438;0;11
6439;1;9
6440;0;11
6441;1;11
6442;0;9
6443;0;9
6444;1;17
6445;1;17
6446;0;9
6447;0;11
6448;1;12
6449;0;13
6450;1;12
6451;0;9
6452;0;11
6453;0;11
6454;1;12
6455;1;9
6456;1;10
6457;0;12
6458;0;11
6459;1;12
6460;1;9
6461;0;11
6462;1;13
6463;1;11
6464;1;13
6465;1;11
6466;1;13
6467;0;11
6468;1;13
6469;1;14
6470;0;11
6471;1;12
6472;0;11
6473;1;11
6474;0;11
6475;1;14
6476;0;11
6477;0;11
6478;1;11
6479;1;9
6480;0;11
6481;1;17
6482;1;12
6483;20;9
6484;1;9
6485;1;11
6486;0;11
6487;1;13
6488;1;10
6489;0;11
6490;1;9
6491;1;11
6492;1;13
6493;1;13
6494;0;12
6495;1;13
6496;2;11
6497;0;13
6498;1;15
6499;0;11
6500;0;12
6501;0;14
6502;1;12
6503;1;9
6504;0;12
6505;1;12
6506;0;12
6507;0;11
6508;1;12
6509;0;12
6510;1;11
6511;1;13
6512;0;12
6513;0;10
6514;1;17
6515;0;12
6516;1;12
6517;21;14
6518;22;16
6519;0;13
6520;22;14
6521;0;12
6522;1;12
6523;21;14
6524;0;11
6525;1;12
6526;1;16
6527;1;13
6528;0;12
6529;0;12
6530;1;14
6531;2;13
6532;0;12
6533;0;13
6534;1;14
6535;1;14
6536;0;13
6537;1;15
6538;1;14
6539;1;11
6540;0;12
6541;1;12
6542;0;12
6543;0;13
6544;21;10
6545;1;12
6546;1;14
6547;1;12
6548;20;16
6549;1;12
6550;0;19
6551;1;14
6552;0;10
6553;1;11
6554;1;10
6555;0;12
6556;1;9
6557;0;12
6558;1;11
6559;0;9
6560;1;12
6561;0;9
6562;1;11
6563;0;14
6564;1;11
6565;0;9
6566;0;12
6567;1;10
6568;1;12
6569;0;12
6570;1;13
6571;1;11
6572;0;10
6573;0;12
6574;1;12
6575;0;13
6576;1;13
6577;1;10
6578;0;11
6579;1;12
6580;1;14
6581;0;12
6582;0;10
6583;2;12
6584;0;12
6585;1;12
6586;0;12
6587;0;16
6588;1;13
6589;0;13
6590;1;13
6591;0;12
6592;1;12
6593;0;12
6594;1;10
6595;0;13
6596;1;12
6597;1;9
6598;1;9
6599;1;13
6600;0;9
6601;0;12
6602;1;12
6603;0;10
6604;1;13
6605;0;8
6606;1;14
6607;1;12
6608;0;13
6609;1;14
6610;1;14
6611;1;14
6612;1;15
6613;1;14
6614;1;11
6615;0;13
6616;1;13
6617;0;14
6618;0;9
6619;1;14
6620;1;13
6621;0;13
6622;1;15
6623;0;12
6624;1;15
6625;1;10
6626;0;13
6627;1;13
6628;1;14
6629;1;13
6630;1;10
6631;0;12
6632;1;8
6633;0;10
6634;1;13
6635;0;16
6636;1;14
6637;22;10
6638;0;10
6639;1;14
6640;1;14
6641;1;14
6642;1;14
6643;0;13
6644;1;13
6645;1;14
6646;0;8
6647;21;18
6648;0;14
6649;1;13
6650;0;13
6651;1;14
6652;0;14
6653;1;12
6654;2;17
6655;1;15
6656;1;14
6657;1;14
6658;1;18
6659;0;14
6660;1;10
6661;1;13
6662;0;13
6663;0;11
6664;1;13
6665;1;14
6666;0;10
6667;1;15
6668;1;13
6669;1;12
6670;0;13
6671;1;8
6672;0;12
6673;0;14
6674;1;14
6675;1;14
6676;0;13
6677;0;13
6678;1;14
6679;1;15
6680;0;13
6681;1;13
6682;1;16
6683;0;12
6684;0;8
6685;1;15
6686;1;8
6687;0;14
6688;1;12
6689;0;13
6690;0;14
6691;1;13
6692;0;13
6693;1;11
6694;1;16
6695;0;13
6696;0;11
6697;1;13
6698;1;15
6699;0;8
6700;1;14
6701;1;15
6702;1;13
6703;0;14
6704;1;13
6705;0;8
6706;0;10
6707;1;15
6708;0;10
6709;1;8
6710;0;8
6711;1;8
6712;0;14
6713;1;11
6714;1;15
6715;1;13
6716;0;13
6717;1;15
6718;0;13
6719;1;10
6720;1;12
6721;0;13
6722;1;14
6723;0;13
6724;0;12
6725;1;13
6726;0;13
6727;1;14
6728;0;13
6729;0;14
6730;1;13
6731;1;17
6732;1;15
6733;0;14
6734;1;14
6735;0;14
6736;1;14
6737;1;14
6738;0;14
6739;1;13
6740;0;13
6741;0;11
6742;1;17
6743;1;11
6744;0;9
6745;0;9
6746;0;11
6747;1;1
6748;22;18
6749;1;1
6750;388;1
6751;21;0
6752;1;1
6753;1;1
6754;1;1
6755;1;1
6756;1;0
6757;1;1
6758;1;0
6759;21;1
6760;1;0
6761;1;0
6762;1;1
6763;379;1
6764;23;18
6765;1;1
6766;22;19
6767;1;1
6768;21;0
6769;22;18
6770;1;0
6771;396;2
6772;1;1
6773;1;1
6774;1;0
6775;21;1
6776;406;1
6777;1;1
6778;1;1
6779;21;18
6780;383;0
6781;2;1
6782;1;1
6783;21;1
6784;1;1
6785;22;0
6786;21;1
6787;21;18
6788;1;1
6789;1;1
6790;22;18
6791;1;1
6792;22;0
6793;1;1
6794;1;1
6795;1;0
6796;1;1
6797;1;1
6798;1;1
6799;1;1
6800;1;0
6801;1;1
6802;21;1
6803;1;1
6804;1;0
6805;1;0
6806;1;1
6807;1;1
6808;21;1
6809;1;1
6810;1;1
6811;0;0
6812;1;1
6813;1;1
6814;1;0
6815;1;1
6816;1;1
6817;1;1
6818;21;1
6819;1;1
6820;1;1
6821;1;1
6822;23;1
6823;21;0
6824;1;1
6825;1;1
6826;1;2
6827;1;0
6828;1;1
6829;22;19
6830;1;1
6831;21;0
6832;24;18
6833;1;1
6834;1;1
6835;22;1
6836;0;1
6837;22;0
6838;1;1
6839;22;0
6840;21;1
6841;1;3
6842;1;1
6843;1;1
6844;1;0
6845;1;1
6846;1;1
6847;1;0
6848;1;1
6849;1;1
6850;22;19
6851;1;1
6852;1;1
6853;22;17
6854;1;1
6855;1;1
6856;1;1
6857;1;1
6858;1;0
6859;21;1
6860;1;1
6861;1;1
6862;1;1
6863;22;18
6864;22;0
6865;1;1
6866;1;1
6867;1;0
6868;1;1
6869;21;1
6870;1;1
6871;22;18
6872;1;1
6873;1;1
6874;22;18
6875;1;1
6876;395;0
6877;1;1
6878;1;1
6879;1;0
6880;22;1
6881;1;1
6882;1;1
6883;1;1
6884;1;2
6885;21;1
6886;1;1
6887;1;1
6888;21;1
6889;21;1
6890;1;1
6891;1;1
6892;1;1
6893;22;1
6894;21;0
6895;21;1
6896;410;2
6897;22;1
6898;398;1
6899;411;352
6900;22;1
6901;405;1
6902;411;2
6903;398;1
6904;409;1
6905;1;1
6906;21;1
6907;23;1
6908;21;2
6909;399;1
6910;399;1
6911;2373;20
6912;407;1
6913;387;1
6914;22;19
6915;399;1
6916;397;1
6917;21;1
6918;2513;2
6919;23;1
6920;22;1
6921;404;1
6922;22;18
6923;22;1
6924;411;2
6925;401;1
6926;22;2
6927;404;2
6928;389;1
6929;22;1
6930;21;1
6931;414;1
6932;24;2
6933;22;1
6934;22;1
6935;2477;1
6936;22;1
6937;23;18
6938;22;1
6939;26;1
6940;21;2
6941;2446;1
6942;23;1
6943;393;1
6944;2510;2
6945;23;1
6946;22;1
6947;24;1
6948;23;1
6949;412;1
6950;22;1
6951;22;1
6952;22;1
6953;1;1
6954;408;1
6955;396;2
6956;23;2
6957;1;0
6958;411;356
6959;397;2
6960;22;18
6961;409;2
6962;413;364
6963;25;2
6964;21;1
6965;22;2
6966;21;1
6967;0;3
6968;404;1
6969;22;1
6970;23;2
6971;1;1
6972;22;2
6973;397;2
6974;393;1
6975;408;569
6976;413;1
6977;24;2
6978;421;2
6979;407;1
6980;400;1
6981;405;2
6982;412;2
6983;22;20
6984;21;1
6985;23;2
6986;21;2
6987;414;352
6988;21;1
6989;21;2
6990;403;1
6991;21;1
6992;20;2
6993;410;1
6994;415;2
6995;21;2
6996;22;1
6997;21;1
6998;23;1
6999;406;2
7000;21;2
7001;22;18
7002;391;1
7003;22;18
7004;21;2
7005;22;2
7006;406;2
7007;21;1
7008;21;2
7009;21;1
7010;22;2
7011;398;1
7012;382;2
7013;22;2
7014;21;1
7015;22;18
7016;405;1
7017;420;359
7018;425;2
7019;400;5
7020;22;1
7021;416;351
7022;22;1
7023;22;2
7024;23;1
7025;21;18
7026;397;1
7027;23;2
7028;21;1
7029;21;1
7030;22;2
7031;406;2
7032;20;2
7033;398;1
7034;22;18
7035;22;19
7036;2407;2
7037;22;1
7038;8763;2
7039;416;2
7040;25;1
7041;22;2
7042;24;18
7043;406;1
7044;414;2
7045;23;1
7046;21;2
7047;1;1
7048;1;2
7049;23;18
7050;23;2
7051;1;2
7052;402;2
7053;402;1
7054;1;1
7055;1;2
7056;1;1
7057;1;1
7058;1;1
7059;22;2
7060;1;1
7061;1;2
7062;398;1
7063;1;1
7064;1;1
7065;21;18
7066;22;1
7067;1;1
7068;1;2
7069;1;1
7070;1;2
7071;25;1
7072;1;2
7073;1;1
7074;1;1
7075;1;2
7076;1;2
7077;21;1
7078;23;19
7079;1;4
7080;1;1
7081;1;1
7082;1;2
7083;417;348
7084;1;2
7085;1;1
7086;21;1
7087;1;2
7088;1;1
7089;1;2
7090;1;1
7091;389;2
7092;1;2
7093;1;1
7094;1;1
7095;1;2
7096;395;2
7097;1;1
7098;1;2
7099;1;1
7100;0;1
7101;1;1
7102;1;2
7103;1;2
7104;1;1
7105;1;2
7106;20;2
7107;1;1
7108;21;2
7109;1;1
7110;21;19
7111;397;2
7112;1;1
7113;1;2
7114;1;1
7115;384;2
7116;399;343
7117;21;18
7118;22;2
7119;406;3
7120;21;18
7121;1;2
7122;1;2
7123;1;1
7124;0;2
7125;22;18
7126;21;20
7127;1;1
7128;1;2
7129;0;1
7130;1;2
7131;22;19
7132;22;1
7133;1;2
7134;1;2
7135;1;1
7136;394;1
7137;1;2
7138;21;1
7139;1;2
7140;1;2
7141;1;1
7142;1;2
7143;1;2
7144;1;2
7145;1;1
7146;22;18
7147;21;18
7148;1;1
7149;1;2
7150;1;1
7151;1;2
7152;1;1
7153;1;2
7154;22;2
7155;1;2
7156;0;1
7157;1;2
7158;1;1
7159;21;3
7160;1;1
7161;23;19
7162;403;2
7163;1;2
7164;21;18
7165;1;2
7166;402;2
7167;1;2
7168;1;2
7169;20;1
7170;2;1
7171;1;3
7172;1;2
7173;1;1
7174;23;2
7175;22;2
7176;21;2
7177;22;19
7178;1;1
7179;1;2
7180;1;1
7181;1;2
7182;1;2
7183;22;19
7184;21;2
7185;1;3
7186;1;2
7187;1;2
7188;22;19
7189;2;1
7190;21;1
7191;22;1
7192;1;2
7193;1;1
7194;394;3
7195;403;2
7196;21;3
7197;395;2
7198;23;2
7199;22;3
7200;22;18
7201;22;2
7202;22;2
7203;24;2
7204;397;2
7205;21;3
7206;21;1
7207;22;2
7208;400;3
7209;21;18
7210;394;3
7211;21;2
7212;22;1
7213;25;2
7214;2400;3
7215;418;348
7216;401;2
7217;21;3
7218;21;2
7219;21;2
7220;386;3
7221;2364;3
7222;21;2
7223;21;19
7224;2376;3
7225;22;4
7226;398;347
7227;25;3
7228;21;2
7229;21;3
7230;22;20
7231;396;3
7232;21;1
7233;21;4
7234;22;25
7235;389;3
7236;400;3
7237;394;4
7238;387;4
7239;387;5
7240;21;2
7241;405;1
7242;390;3
7243;20;3
7244;402;3
7245;22;2
7246;389;2
7247;21;19
7248;2461;3
7249;22;3
7250;22;2
7251;1;3
7252;386;1
7253;21;2
7254;22;2
7255;20;2
7256;404;2
7257;402;2
7258;397;2
7259;20;3
7260;2463;4
7261;21;2
7262;20;3
7263;21;4
7264;21;3
7265;24;3
7266;20;1
7267;22;2
7268;395;2
7269;21;2
7270;392;3
7271;396;2
7272;21;2
7273;1;2
7274;21;3
7275;395;3
7276;22;3
7277;21;2
7278;412;3
7279;410;3
7280;21;3
7281;22;2
7282;394;2
7283;21;4
7284;24;1
7285;22;3
7286;406;3
7287;411;349
7288;2389;4
7289;21;2
7290;21;2
7291;22;19
7292;22;1
7293;21;1
7294;387;3
7295;21;2
7296;21;4
7297;22;2
7298;398;2
7299;21;18
7300;397;3
7301;412;4
7302;399;2
7303;21;2
7304;21;2
7305;22;3
7306;21;3
7307;21;3
7308;2434;4
7309;21;1
7310;382;3
7311;1;2
7312;22;2
7313;8593;4
7314;407;3
7315;1;1
7316;388;3
7317;396;3
7318;397;3
7319;21;19
7320;394;3
7321;379;4
7322;25;2
7323;22;2
7324;21;2
7325;1;1
7326;23;3
7327;391;3
7328;21;3
7329;20;3
7330;21;3
7331;21;3
7332;22;3
7333;396;344
7334;404;2
7335;388;3
7336;22;2
7337;395;2
7338;390;3
7339;407;2
7340;22;2
7341;2366;3
7342;392;2
7343;21;2
7344;0;1
7345;0;1
7346;0;0
7347;0;2
7348;0;1
7349;0;2
7350;0;2
7351;0;1
7352;0;2
7353;0;2
7354;1;0
7355;0;2
7356;0;1
7357;0;2
7358;0;2
7359;0;1
7360;0;2
7361;0;2
7362;0;1
7363;0;2
7364;1;2
7365;0;1
7366;0;2
7367;0;2
7368;0;1
7369;0;2
7370;0;2
7371;0;2
7372;0;1
7373;0;2
7374;0;2
7375;0;2
7376;0;4
7377;0;1
7378;0;2
7379;0;2
7380;1;2
7381;0;1
7382;0;2
7383;0;2
7384;0;1
7385;0;2
7386;0;2
7387;1;1
7388;0;2
7389;0;2
7390;0;2
7391;0;1
7392;0;2
7393;0;1
7394;0;1
7395;0;2
7396;0;2
7397;1;2
7398;0;1
7399;0;2
7400;0;2
7401;0;2
7402;0;1
7403;0;2
7404;0;2
7405;0;2
7406;0;1
7407;0;2
7408;0;2
7409;0;2
7410;0;1
7411;0;2
7412;0;2
7413;0;2
7414;0;2
7415;0;2
7416;1;2
7417;0;1
7418;0;2
7419;0;2
7420;0;2
7421;0;2
7422;0;1
7423;0;2
7424;0;2
7425;0;2
7426;0;2
7427;0;2
7428;0;2
7429;0;3
7430;0;2
7431;0;2
7432;0;2
7433;1;2
7434;0;2
7435;0;2
7436;0;2
7437;0;2
7438;0;1
7439;0;2
7440;1;1
7441;0;2
7442;0;2
7443;0;2
7444;0;1
7445;0;1
7446;0;2
7447;0;2
7448;1;2
7449;0;2
7450;0;1
7451;0;2
7452;0;0
7453;0;2
7454;1;2
7455;0;2
7456;0;3
7457;0;2
7458;0;1
7459;0;2
7460;1;2
7461;0;2
7462;0;2
7463;0;1
7464;0;2
7465;0;2
7466;0;2
7467;0;2
7468;1;2
7469;0;2
7470;0;2
7471;0;2
7472;0;2
7473;0;2
7474;0;2
7475;1;2
7476;0;2
7477;0;4
7478;0;2
7479;0;2
7480;0;2
7481;0;2
7482;0;2
7483;0;2
7484;0;2
7485;0;1
7486;0;1
7487;0;1
7488;0;2
7489;0;2
7490;0;2
7491;0;2
7492;0;2
7493;1;2
7494;388;4
7495;0;3
7496;0;4
7497;1;3
7498;1;3
7499;22;4
7500;389;4
7501;1;3
7502;21;3
7503;408;3
7504;22;19
7505;1;3
7506;1;2
7507;23;3
7508;1;2
7509;1;4
7510;1;3
7511;25;20
7512;1;3
7513;1;2
7514;22;3
7515;1;3
7516;1;2
7517;389;4
7518;1;4
7519;22;3
7520;1;2
7521;21;4
7522;413;2
7523;1;3
7524;1;2
7525;1;4
7526;22;3
7527;21;2
7528;1;4
7529;23;19
7530;24;4
7531;22;3
7532;1;3
7533;1;2
7534;1;2
7535;1;5
7536;2;3
7537;22;3
7538;1;3
7539;1;2
7540;1;3
7541;1;4
7542;1;3
7543;22;2
7544;1;3
7545;21;4
7546;1;3
7547;405;347
7548;1;3
7549;1;3
7550;1;2
7551;22;3
7552;1;2
7553;1;3
7554;20;4
7555;1;3
7556;22;4
7557;1;3
7558;1;3
7559;1;3
7560;1;2
7561;1;3
7562;1;3
7563;21;2
7564;1;2
7565;1;3
7566;2;2
7567;1;3
7568;1;3
7569;1;2
7570;4;2
7571;1;2
7572;1;3
7573;1;2
7574;22;4
7575;1;3
7576;2;3
7577;0;3
7578;0;4
7579;23;3
7580;0;3
7581;399;5
7582;1;3
7583;23;3
7584;1;2
7585;22;4
7586;22;4
7587;1;2
7588;1;4
7589;21;4
7590;1;3
7591;21;19
7592;0;3
7593;0;3
7594;21;4
7595;22;3
7596;1;2
7597;1;2
7598;20;4
7599;28;4
7600;1;2
7601;0;4
7602;410;4
7603;21;4
7604;1;2
7605;1;3
7606;22;20
7607;20;19
7608;0;3
7609;1;2
7610;2;3
7611;1;3
7612;1;4
7613;1;3
7614;1;3
7615;1;3
7616;1;3
7617;1;3
7618;1;2
7619;1;3
7620;1;3
7621;23;19
7622;22;20
7623;1;2
7624;1;5
7625;1;4
7626;1;2
7627;1;3
7628;1;3
7629;1;3
7630;1;2
7631;22;4
7632;1;3
7633;1;4
7634;1;3
7635;1;3
7636;1;4
7637;1;3
7638;1;2
7639;1;3
7640;1;3
7641;1;4
7642;22;4
7643;1;2
7644;0;2
7645;0;3
7646;0;3
7647;1;2
7648;0;3
7649;0;2
7650;1;3
7651;0;2
7652;0;3
7653;0;2
7654;0;3
7655;0;3
7656;0;3
7657;1;2
7658;0;2
7659;0;3
7660;0;2
7661;3;3
7662;0;3
7663;1;2
7664;0;3
7665;0;2
7666;1;3
7667;0;2
7668;0;3
7669;0;2
7670;1;3
7671;0;3
7672;0;2
7673;0;3
7674;0;2
7675;1;3
7676;0;3
7677;0;2
7678;0;3
7679;1;2
7680;0;3
7681;0;2
7682;0;3
7683;1;2
7684;0;3
7685;0;3
7686;1;3
7687;0;2
7688;0;2
7689;1;3
7690;0;2
7691;0;3
7692;0;2
7693;1;2
7694;0;3
7695;0;2
7696;0;4
7697;0;3
7698;1;3
7699;0;3
7700;1;3
7701;0;2
7702;0;3
7703;0;3
7704;0;3
7705;0;2
7706;1;3
7707;0;2
7708;0;3
7709;0;3
7710;0;2
7711;1;2
7712;0;3
7713;0;2
7714;0;3
7715;2;3
7716;0;2
7717;0;3
7718;1;3
7719;0;2
7720;0;3
7721;0;3
7722;1;3
7723;0;3
7724;0;2
7725;1;3
7726;0;3
7727;0;3
7728;0;2
7729;1;2
7730;0;3
7731;0;3
7732;1;3
7733;0;3
7734;0;2
7735;0;2
7736;0;3
7737;1;3
7738;0;2
7739;0;3
7740;0;2
7741;1;5
7742;1;2
7743;0;3
7744;0;3
7745;0;2
7746;1;3
7747;0;3
7748;0;2
7749;0;3
7750;1;3
7751;0;3
7752;0;3
7753;0;2
7754;0;4
7755;1;3
7756;0;3
7757;1;3
7758;0;3
7759;1;3
7760;0;3
7761;0;2
7762;0;3
7763;1;3
7764;0;3
7765;0;4
7766;1;3
7767;0;2
7768;0;3
7769;0;3
7770;1;2
7771;0;3
7772;0;3
7773;1;3
7774;0;3
7775;0;3
7776;0;3
7777;1;2
7778;0;3
7779;0;3
7780;0;3
7781;1;3
7782;0;3
7783;0;3
7784;1;3
7785;0;3
7786;0;3
7787;1;3
7788;0;3
7789;0;3
7790;0;3
7791;0;3
7792;0;3
7793;1;4
7794;1;3
7795;1;3
7796;22;23
7797;1;3
7798;1;4
7799;1;4
7800;22;3
7801;1;3
7802;1;3
7803;1;4
7804;424;349
7805;21;3
7806;1;4
7807;1;3
7808;399;3
7809;1;4
7810;1;3
7811;1;3
7812;22;20
7813;23;20
7814;1;5
7815;22;4
7816;1;4
7817;22;21
7818;1;5
7819;1;3
7820;22;6
7821;396;6
7822;1;4
7823;1;3
7824;1;4
7825;405;4
7826;1;4
7827;23;20
7828;1;3
7829;22;20
7830;1;4
7831;1;3
7832;1;4
7833;1;3
7834;1;3
7835;1;4
7836;2;3
7837;1;3
7838;1;3
7839;22;3
7840;1;4
7841;22;20
7842;23;22
7843;21;20
7844;22;4
7845;2;4
7846;1;3
7847;21;3
7848;1;3
7849;1;3
7850;1;4
7851;1;4
7852;24;20
7853;1;3
7854;415;4
7855;1;3
7856;1;4
7857;2;4
7858;1;3
7859;1;3
7860;1;3
7861;26;4
7862;1;3
7863;1;4
7864;1;3
7865;1;3
7866;22;20
7867;1;3
7868;1;5
7869;23;22
7870;22;3
7871;1;4
7872;2;3
7873;21;5
7874;1;3
7875;22;5
7876;1;4
7877;1;3
7878;1;3
7879;1;3
7880;22;5
7881;22;19
7882;1;4
7883;1;4
7884;1;4
7885;22;5
7886;1;3
7887;22;3
7888;1;4
7889;2;3
7890;1;4
7891;0;3
7892;1;3
7893;2;4
7894;22;21
7895;2;4
7896;1;5
7897;1;6
7898;1;6
7899;22;6
7900;1;3
7901;1;4
7902;2;4
7903;1;4
7904;1;4
7905;1;4
7906;1;4
7907;2;4
7908;1;4
7909;420;363
7910;2;4
7911;1;4
7912;21;3
7913;1;4
7914;1;3
7915;24;21
7916;1;4
7917;22;3
7918;1;4
7919;1;3
7920;1;5
7921;0;3
7922;0;5
7923;2;3
7924;1;3
7925;1;4
7926;1;4
7927;21;5
7928;1;4
7929;1;3
7930;1;4
7931;21;21
7932;22;3
7933;1;4
7934;1;3
7935;22;5
7936;1;4
7937;23;21
7938;1;3
7939;22;21
7940;2;5
7941;1;4
7942;1;4
7943;1;3
7944;0;4
7945;1;4
7946;1;4
7947;0;4
7948;1;3
7949;0;4
7950;1;3
7951;0;4
7952;1;4
7953;1;4
7954;1;3
7955;0;4
7956;1;3
7957;0;4
7958;1;5
7959;1;5
7960;0;8
7961;1;4
7962;24;4
7963;0;3
7964;1;4
7965;0;3
7966;23;20
7967;0;5
7968;2;4
7969;0;4
7970;0;3
7971;0;4
7972;0;4
7973;2;3
7974;0;4
7975;1;4
7976;1;3
7977;0;4
7978;1;3
7979;0;4
7980;0;4
7981;1;4
7982;1;4
7983;1;4
7984;1;4
7985;1;4
7986;1;4
7987;1;4
7988;2;4
7989;0;4
7990;1;4
7991;0;4
7992;1;4
7993;1;4
7994;0;4
7995;0;4
7996;1;6
7997;0;5
7998;1;3
7999;0;4
8000;0;4
8001;0;4
8002;0;3
8003;1;4
8004;1;4
8005;1;4
8006;1;4
8007;1;4
8008;0;3
8009;1;4
8010;1;4
8011;1;4
8012;1;4
8013;0;4
8014;1;4
8015;0;4
8016;1;4
8017;0;4
8018;1;4
8019;1;4
8020;1;3
8021;0;4
8022;1;4
8023;0;3
8024;1;4
8025;0;4
8026;1;4
8027;0;4
8028;22;4
8029;1;4
8030;0;4
8031;0;4
8032;2;6
8033;0;4
8034;1;4
8035;1;4
8036;1;5
8037;0;4
8038;0;4
8039;0;4
8040;0;3
8041;1;4
8042;0;4
8043;1;5
8044;0;3
8045;1;4
8046;23;21
8047;0;4
8048;1;4
8049;1;4
8050;1;5
8051;0;4
8052;1;4
8053;0;4
8054;0;4
8055;0;4
8056;1;3
8057;0;4
8058;1;4
8059;1;4
8060;0;4
8061;1;4
8062;1;4
8063;0;5
8064;1;4
8065;1;4
8066;1;4
8067;1;5
8068;1;4
8069;1;4
8070;0;4
8071;0;4
8072;1;4
8073;1;5
8074;0;4
8075;1;4
8076;2;4
8077;1;5
8078;0;5
8079;0;4
8080;1;4
8081;0;4
8082;1;5
8083;22;4
8084;1;4
8085;0;3
8086;1;4
8087;1;4
8088;0;4
8089;1;5
8090;1;4
8091;1;4
8092;0;5
8093;1;4
8094;1;7
8095;1;4
8096;0;4
8097;1;4
8098;0;3
8099;0;5
8100;0;7
8101;1;4
8102;1;3
8103;0;3
8104;1;4
8105;1;4
8106;1;6
8107;0;4
8108;0;3
8109;1;4
8110;1;4
8111;1;7
